Rank,Team,Conference,Conference_Record,Conference_Record_Wins,Conference_Record_Losses,Overall_Record,Overall_Record_Wins,Overall_Record_Losses,SOS,NC_Rec,NC_Rec_Wins,NC_Rec_Losses,NC_RPI,NC_SOS,H,H_Wins,H_Losses,R,R_Wins,R_Losses,N,N_Wins,N_Losses,Q1,Q1_Wins,Q1_Losses,Q2,Q2_Wins,Q2_Losses,Q3,Q3_Wins,Q3_Losses,Q4,Q4_Wins,Q4_Losses
135,Purdue,Big Ten,9-12,9,12,29-21,29,21,181,20-7,20,7,156,288,13-9,13,9,5-10,5,10,11-2,11,2,0-3,0,3,4-10,4,10,4-4,4,4,21-4,21,4
136,Boston College,ACC,5-25,5,25,19-34,19,34,39,14-9,14,9,129,252,10-14,10,14,9-19,9,19,0-1,0,1,5-24,5,24,1-2,1,2,3-1,3,1,10-7,10,7
137,Pepperdine,West Coast,12-15,12,15,24-26,24,26,103,12-11,12,11,93,68,13-13,13,13,11-11,11,11,0-2,0,2,4-7,4,7,3-5,3,5,1-8,1,8,16-6,16,6
138,Georgetown,Big East,11-10,11,10,32-24,32,24,211,21-12,21,12,123,265,19-5,19,5,10-16,10,16,3-3,3,3,3-6,3,6,2-7,2,7,1-0,1,0,26-11,26,11
139,New Orleans,Southland,13-11,13,11,30-23,30,23,176,15-10,15,10,113,161,18-10,18,10,10-13,10,13,2-0,2,0,3-4,3,4,1-3,1,3,0-5,0,5,26-11,26,11
140,UTRGV,Western Athletic,17-13,17,13,33-25,33,25,207,15-10,15,10,94,180,18-8,18,8,12-15,12,15,3-2,3,2,1-3,1,3,1-2,1,2,7-5,7,5,24-15,24,15
141,Eastern Illinois,Ohio Valley,12-12,12,12,30-20,30,20,267,18-7,18,7,136,300,6-6,6,6,24-13,24,13,0-1,0,1,0-0,0,0,3-4,3,4,4-3,4,3,23-13,23,13
142,Lipscomb,ASUN,20-10,20,10,35-23,35,23,232,14-10,14,10,127,187,18-10,18,10,16-10,16,10,1-3,1,3,1-6,1,6,3-6,3,6,7-1,7,1,24-10,24,10
143,Wright State,Horizon League,20-9,20,9,30-27,30,27,195,7-16,7,16,144,26,16-7,16,7,14-18,14,18,0-2,0,2,1-9,1,9,1-2,1,2,2-4,2,4,26-12,26,12
144,Stetson,ASUN,10-20,10,20,26-29,26,29,85,16-9,16,9,88,112,19-15,19,15,7-14,7,14,0-0,0,0,7-8,7,8,1-12,1,12,3-3,3,3,15-6,15,6
145,Wichita State,American Athletic,9-15,9,15,21-36,21,36,42,12-19,12,19,146,27,11-16,11,16,5-18,5,18,5-2,5,2,3-11,3,11,9-13,9,13,2-4,2,4,7-8,7,8
146,SIUE,Ohio Valley,12-12,12,12,27-28,27,28,142,13-14,13,14,152,177,17-9,17,9,8-17,8,17,2-2,2,2,0-0,0,0,2-15,2,15,5-5,5,5,20-8,20,8
147,Fairfield,MAAC,18-5,18,5,31-21,31,21,256,13-14,13,14,163,208,15-4,15,4,14-12,14,12,2-5,2,5,0-0,0,0,1-5,1,5,2-5,2,5,28-11,28,11
148,Penn State,Big Ten,11-13,11,13,26-29,26,29,117,14-14,14,14,188,210,13-10,13,10,6-12,6,12,7-7,7,7,3-9,3,9,2-4,2,4,4-6,4,6,17-10,17,10
149,Elon,Colonial Athletic,9-14,9,14,27-28,27,28,88,16-12,16,12,122,77,19-20,19,20,7-8,7,8,1-0,1,0,0-7,0,7,7-8,7,8,4-9,4,9,16-4,16,4
150,Harvard,Ivy League,10-11,10,11,19-22,19,22,167,9-11,9,11,108,118,5-8,5,8,14-14,14,14,0-0,0,0,1-5,1,5,4-6,4,6,1-3,1,3,13-8,13,8
151,Toledo,Mid-American,23-16,23,16,33-25,33,25,244,9-7,9,7,84,189,17-6,17,6,15-16,15,16,1-3,1,3,0-0,0,0,3-10,3,10,5-4,5,4,25-11,25,11
152,Abilene Christian,Western Athletic,14-16,14,16,30-29,30,29,149,12-11,12,11,141,99,13-18,13,18,13-9,13,9,4-2,4,2,2-2,2,2,2-4,2,4,7-16,7,16,19-7,19,7
153,Marist,MAAC,17-5,17,5,29-17,29,17,285,12-10,12,10,120,260,11-2,11,2,17-12,17,12,1-3,1,3,1-3,1,3,0-0,0,0,1-3,1,3,27-11,27,11
154,Bradley,Missouri Valley,11-10,11,10,20-29,20,29,109,9-17,9,17,205,148,8-7,8,7,8-16,8,16,4-6,4,6,2-2,2,2,4-14,4,14,5-6,5,6,9-7,9,7
155,South Florida,American Athletic,8-16,8,16,28-29,28,29,113,20-11,20,11,131,181,21-16,21,16,7-11,7,11,0-2,0,2,1-6,1,6,6-13,6,13,6-4,6,4,15-6,15,6
156,Army,Patriot League,18-7,18,7,31-25,31,25,229,9-15,9,15,158,101,18-5,18,5,11-15,11,15,2-5,2,5,0-9,0,9,1-4,1,4,2-3,2,3,28-9,28,9
157,San Francisco,West Coast,14-13,14,13,28-29,28,29,135,14-15,14,15,180,176,20-12,20,12,8-15,8,15,0-2,0,2,4-10,4,10,3-3,3,3,5-7,5,7,16-9,16,9
158,Kansas,Big 12,4-20,4,20,20-35,20,35,64,16-15,16,15,133,195,8-12,8,12,8-20,8,20,4-3,4,3,2-16,2,16,6-9,6,9,3-5,3,5,9-5,9,5
159,Morehead State,Ohio Valley,14-10,14,10,27-27,27,27,161,13-16,13,16,208,214,17-10,17,10,10-16,10,16,0-1,0,1,0-2,0,2,2-11,2,11,8-6,8,6,17-8,17,8
160,Dartmouth,Ivy League,14-7,14,7,21-19,21,19,221,7-12,7,12,232,235,9-5,9,5,11-10,11,10,1-4,1,4,3-3,3,3,1-2,1,2,4-3,4,3,13-11,13,11
161,Central Connecticut,Northeast,17-10,17,10,29-18,29,18,273,11-6,11,6,85,247,12-6,12,6,12-10,12,10,5-2,5,2,0-1,0,1,0-3,0,3,2-10,2,10,27-4,27,4
162,Northwestern,Big Ten,10-14,10,14,23-27,23,27,155,13-13,13,13,148,206,12-8,12,8,10-18,10,18,1-1,1,1,1-3,1,3,4-7,4,7,7-13,7,13,11-4,11,4
163,Saint Joseph's,Atlantic 10,12-11,12,11,29-25,29,25,227,16-12,16,12,154,254,12-11,12,11,16-12,16,12,1-2,1,2,0-2,0,2,1-7,1,7,3-4,3,4,25-12,25,12
164,North Florida,ASUN,11-18,11,18,22-33,22,33,66,10-14,10,14,196,111,15-17,15,17,6-15,6,15,1-1,1,1,1-10,1,10,7-11,7,11,7-9,7,9,7-3,7,3
165,McNeese,Southland,15-9,15,9,34-23,34,23,212,15-12,15,12,217,233,26-16,26,16,8-7,8,7,0-0,0,0,2-3,2,3,1-4,1,4,6-7,6,7,25-9,25,9
166,Nebraska,Big Ten,10-14,10,14,23-30,23,30,114,13-16,13,16,181,149,13-13,13,13,8-14,8,14,2-3,2,3,0-6,0,6,4-8,4,8,8-8,8,8,11-8,11,8
167,Maine,America East,21-9,21,9,26-22,26,22,245,5-11,5,11,201,168,11-6,11,6,13-12,13,12,2-4,2,4,0-3,0,3,0-0,0,0,3-6,3,6,23-13,23,13
168,Stony Brook,America East,21-9,21,9,27-25,27,25,236,6-16,6,16,257,217,14-7,14,7,13-18,13,18,0-0,0,0,0-3,0,3,0-0,0,0,1-3,1,3,26-19,26,19
169,San Jose State,Mountain West,16-14,16,14,30-29,30,29,194,12-13,12,13,215,240,19-10,19,10,9-17,9,17,2-2,2,2,0-0,0,0,7-12,7,12,2-10,2,10,21-7,21,7
170,Canisius,MAAC,15-9,15,9,29-25,29,25,262,10-14,10,14,173,230,9-5,9,5,14-17,14,17,6-3,6,3,0-6,0,6,2-2,2,2,0-2,0,2,27-15,27,15
171,Michigan State,Big Ten,8-16,8,16,24-30,24,30,153,16-14,16,14,124,172,12-8,12,8,7-18,7,18,5-4,5,4,2-3,2,3,2-11,2,11,5-6,5,6,15-10,15,10
172,Rider,MAAC,12-10,12,10,28-26,28,26,250,13-14,13,14,149,209,8-7,8,7,14-16,14,16,6-3,6,3,0-4,0,4,2-0,2,0,4-3,4,3,22-19,22,19
173,Jacksonville State,ASUN,19-11,19,11,27-28,27,28,173,7-16,7,16,199,49,13-17,13,17,13-10,13,10,1-1,1,1,2-8,2,8,0-8,0,8,8-8,8,8,17-4,17,4
174,Villanova,Big East,8-12,8,12,19-29-1,19,29,151,11-17-1,11,17,182,192,9-6,9,6,9-23-1,9,23,1-0,1,0,1-4-0,1,4,1-9-1,1,9,1-5-0,1,5,16-11-0,16,11
175,Delaware,Colonial Athletic,8-15,8,15,25-26,25,26,159,17-11,17,11,153,224,18-11,18,11,6-13,6,13,1-2,1,2,2-1,2,1,3-10,3,10,5-8,5,8,15-7,15,7
176,George Mason,Atlantic 10,13-11,13,11,23-33,23,33,125,9-20,9,20,239,164,13-12,13,12,8-19,8,19,2-2,2,2,1-6,1,6,2-8,2,8,1-4,1,4,19-15,19,15
177,Dixie State,Western Athletic,14-16,14,16,22-33,22,33,141,8-17,8,17,138,24,11-11,11,11,11-22,11,22,0-0,0,0,0-4,0,4,1-9,1,9,8-8,8,8,13-12,13,12
178,Nicholls,Southland,12-12,12,12,25-25,25,25,184,12-11,12,11,198,221,16-12,16,12,8-12,8,12,1-1,1,1,1-1,1,1,2-6,2,6,7-3,7,3,15-15,15,15
179,ULM,Sun Belt,9-20-1,9,20,20-35-1,20,35,80,10-14,10,14,142,59,11-17,11,17,8-17-1,8,17,1-1,1,1,1-10-1,1,10,5-13-0,5,13,1-5-0,1,5,13-7-0,13,7
180,Houston Baptist,Southland,11-13,11,13,18-36,18,36,74,7-21,7,21,193,44,9-13,9,13,9-22,9,22,0-1,0,1,0-9,0,9,0-2,0,2,5-10,5,10,13-15,13,15
181,Dayton,Atlantic 10,10-14,10,14,23-27,23,27,228,13-13,13,13,95,165,9-7,9,7,14-20,14,20,0-0,0,0,0-1,0,1,5-10,5,10,2-3,2,3,16-13,16,13
182,Sacramento State,Western Athletic,17-13,17,13,32-26,32,26,252,13-11,13,11,224,285,15-13,15,13,15-11,15,11,2-2,2,2,0-0,0,0,2-6,2,6,7-2,7,2,23-18,23,18
183,Incarnate Word,Southland,9-15,9,15,21-31,21,31,122,10-14,10,14,160,72,16-8,16,8,3-23,3,23,2-0,2,0,2-7,2,7,1-3,1,3,3-5,3,5,15-16,15,16
184,Western Carolina,Southern,9-11-1,9,11,26-31-1,26,31,154,16-18,16,18,212,226,14-16,14,16,8-11-1,8,11,4-4,4,4,1-3-1,1,3,6-9-0,6,9,3-7-0,3,7,16-12-0,16,12
185,Texas A&M-Corpus Christi,Southland,10-14,10,14,27-28,27,28,208,16-12,16,12,166,231,17-12,17,12,10-15,10,15,0-1,0,1,0-4,0,4,1-0,1,0,7-9,7,9,19-15,19,15
186,Illinois State,Missouri Valley,7-14,7,14,20-31,20,31,157,13-16,13,16,170,237,9-9,9,9,11-22,11,22,0-0,0,0,3-3,3,3,4-9,4,9,2-7,2,7,11-12,11,12
187,Alabama State,SWAC,21-8,21,8,34-25,34,25,279,9-15,9,15,242,218,20-6,20,6,9-17,9,17,5-2,5,2,0-5,0,5,1-6,1,6,0-3,0,3,33-11,33,11
188,Loyola-Marymount,West Coast,14-13,14,13,20-34-1,20,34,108,5-19-1,5,19,271,136,11-16-1,11,16,8-16,8,16,1-2,1,2,2-7-0,2,7,5-10-0,5,10,5-10-1,5,10,8-7-0,8,7
189,Little Rock,Sun Belt,11-18,11,18,24-27,24,27,156,13-8,13,8,184,255,20-11,20,11,4-15,4,15,0-1,0,1,2-10,2,10,4-8,4,8,3-5,3,5,15-4,15,4
190,New Mexico,Mountain West,10-20,10,20,21-33,21,33,134,11-13,11,13,150,124,11-13,11,13,10-16,10,16,0-4,0,4,2-7,2,7,4-9,4,9,3-6,3,6,12-11,12,11
191,UMass-Lowell,America East,15-15,15,15,28-30,28,30,242,10-13,10,13,164,194,13-7,13,7,11-21,11,21,4-2,4,2,0-1,0,1,3-5,3,5,3-3,3,3,22-21,22,21
192,Fresno State,Mountain West,15-15,15,15,27-28,27,28,199,12-13,12,13,220,213,16-16,16,16,11-10,11,10,0-2,0,2,0-1,0,1,9-8,9,8,3-7,3,7,15-12,15,12
193,Seton Hall,Big East,7-13,7,13,18-35,18,35,78,11-22,11,22,191,78,12-12,12,12,6-21,6,21,0-2,0,2,2-12,2,12,3-11,3,11,1-2,1,2,12-10,12,10
194,Cal State Fullerton,Big West,14-16,14,16,22-33,22,33,124,8-17,8,17,190,34,16-14,16,14,6-19,6,19,0-0,0,0,3-8,3,8,5-11,5,11,3-9,3,9,11-5,11,5
195,High Point,Big South,14-10,14,10,23-33,23,33,152,9-21,9,21,194,50,12-14,12,14,11-16,11,16,0-3,0,3,1-7,1,7,5-4,5,4,4-10,4,10,13-12,13,12
196,Memphis,American Athletic,9-15,9,15,26-29,26,29,190,16-12,16,12,238,289,13-18,13,18,12-9,12,9,1-2,1,2,0-4,0,4,5-10,5,10,8-7,8,7,13-8,13,8
197,NJIT,America East,15-15,15,15,26-27,26,27,261,8-10,8,10,159,248,7-8,7,8,16-16,16,16,3-3,3,3,0-6,0,6,0-0,0,0,0-0,0,0,26-21,26,21
198,Kent State,Mid-American,19-19,19,19,24-29,24,29,213,5-10,5,10,126,15,10-14,10,14,14-14,14,14,0-1,0,1,2-8,2,8,2-5,2,5,1-4,1,4,19-12,19,12
199,UMass,Atlantic 10,8-16,8,16,22-26-1,22,26,240,14-10-1,14,10,157,280,9-7,9,7,12-17-1,12,17,1-2,1,2,0-1-0,0,1,0-6-0,0,6,4-5-1,4,5,18-14-0,18,14
200,Marshall,Conference USA,9-21,9,21,20-34-1,20,34,121,11-13-1,11,13,192,197,8-16-1,8,16,7-15,7,15,5-3,5,3,2-10-0,2,10,2-10-0,2,10,5-7-0,5,7,11-7-1,11,7
201,UC San Diego,Big West,13-17,13,17,24-32,24,32,163,11-15,11,15,195,147,14-16,14,16,10-14,10,14,0-2,0,2,2-10,2,10,5-9,5,9,3-7,3,7,14-6,14,6
202,Utah Valley,Western Athletic,10-20,10,20,18-37,18,37,138,8-17,8,17,172,152,7-10,7,10,11-27,11,27,0-0,0,0,1-3,1,3,1-10,1,10,5-7,5,7,11-17,11,17
203,Saint Mary's College,West Coast,9-18,9,18,25-30,25,30,222,16-12,16,12,197,282,14-11,14,11,11-19,11,19,0-0,0,0,3-9,3,9,1-9,1,9,5-4,5,4,16-8,16,8
204,Rice,Conference USA,9-21,9,21,17-39,17,39,61,8-18,8,18,211,54,9-25,9,25,8-14,8,14,0-0,0,0,1-15,1,15,2-16,2,16,4-5,4,5,10-3,10,3
205,Rhode Island,Atlantic 10,14-10,14,10,20-35,20,35,140,6-23,6,23,226,48,12-10,12,10,8-23,8,23,0-2,0,2,1-9,1,9,1-8,1,8,1-5,1,5,17-13,17,13
206,UIC,Horizon League,14-11,14,11,22-25,22,25,254,8-13,8,13,168,145,8-8,8,8,14-15,14,15,0-2,0,2,0-4,0,4,3-2,3,2,4-3,4,3,15-16,15,16
207,Central Arkansas,ASUN,18-12,18,12,24-29,24,29,201,6-17,6,17,250,93,15-13,15,13,9-15,9,15,0-1,0,1,0-4,0,4,1-6,1,6,6-8,6,8,17-11,17,11
208,Monmouth,MAAC,12-10,12,10,24-27,24,27,247,12-15,12,15,167,201,12-4,12,4,7-18,7,18,5-5,5,5,1-3,1,3,0-3,0,3,4-2,4,2,19-19,19,19
209,Murray State,Ohio Valley,11-13,11,13,30-25,30,25,266,19-11,19,11,230,296,22-10,22,10,8-14,8,14,0-1,0,1,0-5,0,5,2-7,2,7,6-4,6,4,22-9,22,9
210,UNC Asheville,Big South,14-9-1,14,9,21-29-1,21,29,204,6-18,6,18,200,43,12-8,12,8,8-19-1,8,19,1-2,1,2,0-6-0,0,6,0-4-0,0,4,2-7-1,2,7,19-12-0,19,12
211,Binghamton,America East,15-15,15,15,22-30,22,30,214,4-13,4,13,240,178,8-12,8,12,11-17,11,17,3-1,3,1,1-7,1,7,0-0,0,0,1-3,1,3,20-20,20,20
212,Florida A&M,SWAC,19-11,19,11,29-30,29,30,251,7-17,7,17,178,37,11-12,11,12,10-15,10,15,8-3,8,3,0-2,0,2,1-7,1,7,1-4,1,4,27-17,27,17
213,Omaha,The Summit League,12-12,12,12,26-31,26,31,223,12-17,12,17,187,183,14-13,14,13,10-17,10,17,2-1,2,1,2-2,2,2,3-2,3,2,6-12,6,12,15-15,15,15
214,Manhattan,MAAC,12-12,12,12,24-26,24,26,280,12-14,12,14,116,196,7-6,7,6,15-19,15,19,2-1,2,1,0-2,0,2,0-0,0,0,2-7,2,7,22-17,22,17
215,Presbyterian College,Big South,9-15,9,15,22-32,22,32,186,13-17,13,17,175,167,12-14,12,14,10-18,10,18,0-0,0,0,0-6,0,6,3-6,3,6,2-5,2,5,17-15,17,15
216,Charleston Southern,Big South,13-11,13,11,24-30,24,30,200,8-17,8,17,235,102,16-12,16,12,5-16,5,16,3-2,3,2,0-5,0,5,1-5,1,5,3-4,3,4,20-16,20,16
217,South Dakota State,The Summit League,13-9,13,9,20-23,20,23,277,7-12,7,12,227,274,6-4,6,4,14-14,14,14,0-5,0,5,0-0,0,0,0-0,0,0,2-14,2,14,18-9,18,9
218,Valparaiso,Missouri Valley,5-15,5,15,16-32,16,32,171,11-16,11,16,186,256,3-12,3,12,13-19,13,19,0-1,0,1,0-5,0,5,2-9,2,9,0-6,0,6,14-12,14,12
219,Richmond,Atlantic 10,11-13,11,13,30-26,30,26,258,15-11,15,11,270,294,18-14,18,14,6-9,6,9,6-3,6,3,0-2,0,2,4-7,4,7,1-1,1,1,25-16,25,16
220,San Diego State,Mountain West,10-20,10,20,18-38,18,38,100,8-18,8,18,214,53,8-25,8,25,9-11,9,11,1-2,1,2,0-5,0,5,6-11,6,11,6-9,6,9,6-13,6,13
221,Oakland,Horizon League,18-11,18,11,29-27,29,27,286,9-14,9,14,253,287,13-6,13,6,14-21,14,21,2-0,2,0,0-0,0,0,2-2,2,2,4-6,4,6,23-19,23,19
222,Northwestern State,Southland,12-12,12,12,24-29,24,29,217,12-15,12,15,256,263,17-10,17,10,6-13,6,13,1-6,1,6,1-5,1,5,0-2,0,2,5-6,5,6,18-16,18,16
223,Western Kentucky,Conference USA,7-23,7,23,18-36,18,36,112,11-13,11,13,206,173,12-20,12,20,6-16,6,16,0-0,0,0,1-12,1,12,7-15,7,15,0-2,0,2,10-7,10,7
224,FIU,Conference USA,8-22,8,22,16-34,16,34,91,8-12,8,12,241,160,11-21,11,21,5-13,5,13,0-0,0,0,1-16,1,16,4-7,4,7,0-3,0,3,11-8,11,8
225,Saint Louis,Atlantic 10,14-9,14,9,28-24,28,24,281,13-13,13,13,267,291,18-8,18,8,8-12,8,12,2-4,2,4,0-0,0,0,1-6,1,6,1-3,1,3,26-15,26,15
226,Saint John's,Big East,7-12-1,7,12,22-32-1,22,32,197,15-20,15,20,246,258,16-10-1,16,10,5-21,5,21,1-1,1,1,1-7-0,1,7,1-9-0,1,9,4-3-0,4,3,16-13-1,16,13
227,Longwood,Big South,10-14,10,14,20-33,20,33,193,10-19,10,19,213,151,11-10,11,10,9-20,9,20,0-3,0,3,0-5,0,5,2-7,2,7,2-11,2,11,16-10,16,10
228,New Mexico State,Western Athletic,10-20,10,20,23-34,23,34,174,9-12,9,12,249,207,13-18,13,18,6-15,6,15,4-1,4,1,0-4,0,4,1-5,1,5,3-8,3,8,19-17,19,17
229,The Citadel,Southern,5-16,5,16,26-31,26,31,210,20-13,20,13,225,283,21-14,21,14,4-15,4,15,1-2,1,2,0-4,0,4,2-12,2,12,4-4,4,4,20-11,20,11
230,Bucknell,Patriot League,14-11,14,11,22-26,22,26,264,5-13,5,13,265,259,12-7,12,7,10-16,10,16,0-3,0,3,0-0,0,0,0-4,0,4,2-3,2,3,20-19,20,19
231,VMI,Southern,6-15,6,15,16-40,16,40,99,10-24,10,24,243,137,10-16,10,16,6-23,6,23,0-1,0,1,0-9,0,9,3-8,3,8,3-12,3,12,10-11,10,11
232,Youngstown State,Horizon League,12-16,12,16,21-36,21,36,233,7-18,7,18,171,96,6-9,6,9,13-25,13,25,2-2,2,2,0-3,0,3,1-5,1,5,4-11,4,11,16-17,16,17
233,Seattle University,Western Athletic,11-19,11,19,15-33,15,33,132,4-12,4,12,207,62,9-10,9,10,6-21,6,21,0-2,0,2,0-5,0,5,3-7,3,7,1-6,1,6,11-15,11,15
234,Miami (OH),Mid-American,18-22,18,22,23-33,23,33,234,5-11,5,11,229,169,9-16,9,16,13-17,13,17,1-0,1,0,0-3,0,3,0-12,0,12,4-3,4,3,19-15,19,15
235,Gardner-Webb,Big South,11-13,11,13,23-36,23,36,182,10-21,10,21,234,116,15-15,15,15,6-19,6,19,2-2,2,2,0-9,0,9,1-7,1,7,1-4,1,4,21-16,21,16
236,Southern,SWAC,21-9,21,9,27-31,27,31,275,3-20,3,20,231,20,14-5,14,5,8-21,8,21,5-5,5,5,1-7,1,7,0-3,0,3,0-4,0,4,26-17,26,17
237,Bethune-Cookman,SWAC,19-11,19,11,27-32,27,32,265,6-19,6,19,261,163,12-13,12,13,11-17,11,17,4-2,4,2,0-7,0,7,0-5,0,5,3-2,3,2,24-18,24,18
238,Albany,America East,11-19,11,19,22-25,22,25,284,11-6,11,6,147,290,4-11,4,11,18-14,18,14,0-0,0,0,0-3,0,3,0-0,0,0,0-0,0,0,22-22,22,22
239,George Washington,Atlantic 10,10-14,10,14,22-30,22,30,226,12-16,12,16,221,203,19-8,19,8,3-22,3,22,0-0,0,0,0-1,0,1,0-7,0,7,2-9,2,9,20-13,20,13
240,Cornell,Ivy League,5-16,5,16,11-25,11,25,169,6-9,6,9,111,114,4-9,4,9,7-15,7,15,0-1,0,1,0-7,0,7,0-3,0,3,2-5,2,5,9-10,9,10
241,Winthrop,Big South,11-13,11,13,18-34,18,34,148,7-21,7,21,223,32,14-16,14,16,4-18,4,18,0-0,0,0,0-7,0,7,2-11,2,11,2-4,2,4,14-12,14,12
242,Butler,Big East,4-16-1,4,16,19-35-1,19,35,188,15-19,15,19,219,245,12-13,12,13,5-20-1,5,20,2-2,2,2,0-5-0,0,5,0-9-0,0,9,5-7-0,5,7,14-14-1,14,14
243,Lehigh,Patriot League,12-13,12,13,25-24,25,24,291,13-9,13,9,209,297,11-6,11,6,11-17,11,17,3-1,3,1,0-0,0,0,1-3,1,3,0-0,0,0,24-21,24,21
244,Austin Peay,Ohio Valley,10-14,10,14,19-37,19,37,168,9-22,9,22,280,236,14-16,14,16,5-20,5,20,0-1,0,1,0-1,0,1,4-7,4,7,5-13,5,13,10-16,10,16
245,Wagner,Northeast,12-15,12,15,17-34,17,34,220,5-19,5,19,236,119,10-8,10,8,7-26,7,26,0-0,0,0,0-5,0,5,0-6,0,6,3-9,3,9,14-14,14,14
246,Minnesota,Big Ten,6-18,6,18,16-36,16,36,131,10-18,10,18,266,229,13-16,13,16,2-18,2,18,1-2,1,2,1-7,1,7,2-12,2,12,3-7,3,7,10-10,10,10
247,Arkansas State,Sun Belt,5-24,5,24,11-38,11,38,93,6-14,6,14,251,166,7-17,7,17,4-21,4,21,0-0,0,0,0-12,0,12,2-16,2,16,0-3,0,3,9-7,9,7
248,Lafayette,Patriot League,10-15,10,15,15-35,15,35,192,5-20,5,20,222,81,8-7,8,7,6-25,6,25,1-3,1,3,0-5,0,5,2-5,2,5,0-2,0,2,13-23,13,23
249,Brown,Ivy League,8-13,8,13,13-23,13,23,249,5-10,5,10,274,286,7-6,7,6,6-17,6,17,0-0,0,0,0-3,0,3,0-3,0,3,2-6,2,6,11-11,11,11
250,Northern Kentucky,Horizon League,11-17,11,17,19-35,19,35,246,7-16,7,16,202,132,7-12,7,12,11-22,11,22,1-1,1,1,0-1,0,1,1-1,1,1,3-15,3,15,15-18,15,18
251,Navy,Patriot League,10-15,10,15,19-26,19,26,263,9-11,9,11,210,198,8-14,8,14,9-10,9,10,2-2,2,2,0-1,0,1,2-1,2,1,0-1,0,1,17-23,17,23
252,Bowling Green,Mid-American,14-24,14,24,18-34,18,34,237,4-10,4,10,204,146,9-9,9,9,6-24,6,24,3-1,3,1,0-2,0,2,0-8,0,8,1-4,1,4,17-20,17,20
253,UTA,Sun Belt,7-23,7,23,15-39,15,39,129,8-16,8,16,254,204,13-14,13,14,2-24,2,24,0-1,0,1,0-14,0,14,2-9,2,9,1-2,1,2,12-14,12,14
254,Western Michigan,Mid-American,15-24,15,24,18-36,18,36,231,3-12,3,12,237,117,8-12,8,12,9-22,9,22,1-2,1,2,0-3,0,3,3-7,3,7,1-7,1,7,14-19,14,19
255,Merrimack,Northeast,12-15,12,15,17-31-1,17,31,259,5-16-1,5,16,262,228,7-7,7,7,8-21-1,8,21,2-3,2,3,0-5-0,0,5,0-0-0,0,0,3-13-0,3,13,14-13-1,14,13
256,Eastern Michigan,Mid-American,16-24,16,24,20-34,20,34,260,4-10,4,10,259,278,9-12,9,12,11-22,11,22,0-0,0,0,0-0,0,0,1-7,1,7,1-6,1,6,18-21,18,21
257,Quinnipiac,MAAC,8-15,8,15,15-33,15,33,239,7-18,7,18,218,174,7-7,7,7,8-25,8,25,0-1,0,1,0-3,0,3,0-3,0,3,3-6,3,6,12-21,12,21
258,Radford,Big South,8-15,8,15,15-33,15,33,165,7-18,7,18,245,87,11-16,11,16,3-16,3,16,1-1,1,1,0-7,0,7,0-5,0,5,3-5,3,5,12-16,12,16
259,Purdue Fort Wayne,Horizon League,13-15,13,15,18-36,18,36,257,5-20,5,20,269,223,6-11,6,11,12-24,12,24,0-1,0,1,0-1,0,1,1-4,1,4,1-12,1,12,16-19,16,19
260,Tarleton State,Western Athletic,10-20,10,20,16-36,16,36,158,6-16,6,16,275,182,13-17,13,17,3-19,3,19,0-0,0,0,1-4,1,4,0-5,0,5,5-16,5,16,10-11,10,11
261,Stephen F. Austin,Western Athletic,8-22,8,22,15-37,15,37,206,7-15,7,15,252,257,8-12,8,12,7-25,7,25,0-0,0,0,0-5,0,5,0-1,0,1,5-13,5,13,10-18,10,18
262,Tennessee-Martin,Ohio Valley,4-20,4,20,11-34,11,34,170,7-14,7,14,244,253,4-13,4,13,7-20,7,20,0-1,0,1,1-0,1,0,2-7,2,7,3-7,3,7,5-20,5,20
263,Niagara,MAAC,13-11,13,11,22-32,22,32,287,6-19,6,19,293,298,11-4,11,4,8-26,8,26,3-2,3,2,0-0,0,0,0-0,0,0,1-3,1,3,21-29,21,29
264,Towson,Colonial Athletic,4-19,4,19,14-39,14,39,146,10-20,10,20,258,211,11-14,11,14,1-25,1,25,2-0,2,0,0-9,0,9,2-10,2,10,2-9,2,9,10-11,10,11
265,UMBC,America East,11-19,11,19,23-32,23,32,268,11-11,11,11,248,277,15-15,15,15,7-15,7,15,1-2,1,2,0-2,0,2,0-0,0,0,0-2,0,2,23-28,23,28
266,Milwaukee,Horizon League,9-18,9,18,17-30,17,30,269,8-12,8,12,189,220,6-14,6,14,11-16,11,16,0-0,0,0,0-4,0,4,0-1,0,1,4-7,4,7,13-18,13,18
267,Fordham,Atlantic 10,9-15,9,15,16-36,16,36,198,7-21,7,21,260,138,13-13,13,13,3-23,3,23,0-0,0,0,0-7,0,7,0-6,0,6,0-3,0,3,16-20,16,20
268,Cal State Bakersfield,Big West,11-19,11,19,18-34,18,34,235,7-15,7,15,286,268,10-22,10,22,8-12,8,12,0-0,0,0,0-3,0,3,4-8,4,8,2-12,2,12,12-11,12,11
269,North Carolina A&T,Big South,3-21,3,21,15-38,15,38,175,12-17,12,17,185,110,12-16,12,16,3-21,3,21,0-1,0,1,1-2,1,2,3-11,3,11,1-4,1,4,10-21,10,21
270,Pacific,West Coast,5-22,5,22,14-38,14,38,178,9-16,9,16,264,262,11-15,11,15,3-22,3,22,0-1,0,1,0-9,0,9,0-8,0,8,1-12,1,12,13-9,13,9
