name,team,age,nameascii,playerid,mlbamid,year,w,l,era,g,gs,cg,sho,sv,ip,tbf,h,r,er,hr,bb,hbp,wp,bk,so,k/9,bb/9,k/bb,hr/9,k%,bb%,k-bb%,avg,whip,babip,lob%,fip,e-f
Ben Vespi,UCF,23.0,Ben Vespi,sa3044468,,2024,4,4,4.615384615384615,16,16,0,0,0,78.0,350,83,45,40,7,27,5,2,1,75,8.653846153846153,3.1153846153846154,2.77777778,0.8076923076923077,0.21428571,0.07714286,0.13714286,0.26100629,1.4102564102564104,0.3220339,0.66539924,4.33158935155624,0.2837952638283747
Malakai Vetock,CREI,21.0,Malakai Vetock,sa3044471,,2024,4,2,5.22,17,5,0,0,0,50.0,222,48,34,29,9,16,6,5,0,40,7.2,2.88,2.5,1.62,0.18018018,0.07207207,0.10810811,0.24,1.28,0.25827815,0.6271777,5.819896469116211,-0.599896469116211
Dylan Vigue,MICH,20.0,Dylan Vigue,sa3044492,,2024,2,4,7.902438840576757,15,11,0,0,1,54.2,285,65,53,48,6,44,19,18,0,40,6.585365700480631,7.243902270528694,0.90909091,0.9878048550720946,0.14035088,0.15438596,-0.01403509,0.29279279,1.9939023926455244,0.33522727,0.6270903,7.328038489627103,0.574400350949654
Dante Visconti,WCU,,Dante Visconti,sa3044530,,2024,4,1,6.333333333333333,21,9,0,0,0,54.0,249,51,44,38,9,29,12,5,0,45,7.5,4.833333333333333,1.55172414,1.5,0.18072289,0.11646586,0.06425703,0.24519231,1.4814814814814814,0.27272727,0.60453401,7.046037016974555,-0.7127036836412222
Ben Vitas,CMU,,Ben Vitas,sa3044533,,2024,2,7,5.577464788732394,15,10,3,1,0,71.0,320,95,50,44,9,16,4,4,0,47,5.957746478873239,2.028169014084507,2.9375,1.1408450704225352,0.146875,0.05,0.096875,0.31666667,1.5633802816901408,0.35245902,0.63476563,5.7595856787453235,-0.1821208900129294
Nolan Vlcek,WMU,,Nolan Vlcek,sa3044539,,2024,5,4,4.640624861698602,16,13,1,0,1,85.1,364,89,51,44,10,22,3,1,0,91,9.597655963967563,2.320312430849301,4.13636364,1.054687468567864,0.25,0.06043956,0.18956044,0.26253687,1.300781211233699,0.33193277,0.63,4.860102836205624,-0.2194779745070221
Dominic Voegele,KU,,Dominic Voegele,sa3044541,,2024,7,2,3.888888888888889,15,15,0,0,0,81.0,352,72,39,35,9,29,11,6,0,80,8.88888888888889,3.2222222222222223,2.75862069,1.0,0.22727273,0.08238636,0.14488636,0.23076923,1.2469135802469136,0.28251121,0.73440644,4.807847661147883,-0.918958772258994
Joe Vogatsky,JMU,22.0,Joe Vogatsky,sa3044544,815143.0,2024,3,3,3.489795918367347,27,0,0,0,9,49.0,218,42,21,19,8,23,9,2,0,48,8.816326530612244,4.224489795918367,2.08695652,1.469387755102041,0.22018349,0.10550459,0.1146789,0.22580645,1.326530612244898,0.26153846,0.84394904,6.062491666054239,-2.572695747686892
Mitch Voit,MICH,19.0,Mitch Voit,sa3044552,702491.0,2024,5,3,5.486631127967041,10,10,1,0,0,62.1,274,72,44,38,13,16,4,5,1,41,5.919786217017071,2.310160474933491,2.5625,1.8770053858834617,0.14963504,0.05839416,0.09124088,0.28346457,1.411764734681578,0.295,0.6504065,6.265595680038714,-0.7789645520716721
Aiden Vosburg,SELA,,Aiden Vosburg,sa3044574,,2024,1,5,8.1,17,7,1,0,0,50.0,232,63,50,45,12,17,5,6,0,37,6.66,3.06,2.17647059,2.16,0.15948276,0.07327586,0.0862069,0.3,1.6,0.31677019,0.51319648,7.01036563873291,1.0896343612670891
Justin Vose,CSUN,,Justin Vose,sa3044575,,2024,3,2,4.946564741453076,18,7,0,0,0,43.2,189,43,25,24,2,18,3,10,0,40,8.24427456908846,3.7099235560898074,2.22222222,0.412213728454423,0.21164021,0.0952381,0.11640212,0.25595238,1.396946524206656,0.32539683,0.6372549,4.153407012237466,0.7931577292156105
Zach Voss,MCN,22.0,Zach Voss,sa3044579,,2024,2,6,6.597285295625757,16,15,0,0,0,73.2,333,83,55,54,16,26,11,2,0,45,5.497737746354797,3.1764706978938833,1.73076923,1.954751198703928,0.13513514,0.07807808,0.05705706,0.28040541,1.4796380601300567,0.28510638,0.66598361,7.15896303111624,-0.5616777354904832
Luke Wagner,PUR,22.0,Luke Wagner,sa3044627,,2024,7,2,5.424657534246576,15,15,0,0,0,73.0,326,94,46,44,7,22,3,3,0,55,6.780821917808219,2.712328767123288,2.5,0.863013698630137,0.16871166,0.06748466,0.10122699,0.31229236,1.5890410958904109,0.36401674,0.66849817,4.674430149548675,0.7502273846979008
Austin Wainer,BRY,21.0,Austin Wainer,sa3044633,,2024,7,3,4.517509861734883,16,16,1,0,0,85.2,389,91,52,43,10,27,16,1,1,69,7.249027452551324,2.836575959693997,2.55555556,1.0505836887755542,0.17737789,0.06940874,0.10796915,0.26300578,1.3774319475057266,0.30337079,0.68333333,5.832575171651029,-1.3150653099161458
Ethan Walker,LONG,20.0,Ethan Walker,sa3044666,833080.0,2024,1,4,4.5,15,9,0,0,0,42.0,189,29,24,21,6,31,6,3,0,59,12.642857142857142,6.642857142857143,1.90322581,1.2857142857142858,0.31216931,0.16402116,0.14814815,0.19078947,1.4285714285714286,0.26436782,0.72916667,5.851310216812861,-1.3513102168128608
Hayden Walker,NMSU,,Hayden Walker,sa3044668,,2024,6,4,6.447761194029851,16,11,0,0,0,67.0,315,83,56,48,9,33,6,4,0,57,7.656716417910448,4.432835820895522,1.72727273,1.208955223880597,0.18095238,0.1047619,0.07619048,0.30072464,1.7313432835820894,0.35238095,0.60329068,5.761738555111103,0.6860226389187476
Kade Walker,SBU,21.0,Kade Walker,sa3044678,,2024,2,5,7.1404960928829,14,7,0,0,1,40.1,205,49,45,32,4,22,18,1,0,39,8.702479613201035,4.909091063856994,1.77272727,0.8925620116103625,0.1902439,0.10731707,0.08292683,0.2969697,1.760330634009326,0.36885246,0.52757794,6.700256797083661,0.4402392957992393
Will Walsh,NEB,23.0,Will Walsh,sa3044736,,2024,5,4,5.06249989027327,14,10,1,0,0,58.2,259,69,36,33,10,10,8,4,0,43,6.596590766113655,1.5340908758403848,4.3,1.5340908758403848,0.16602317,0.03861004,0.12741313,0.28630705,1.3465908799043378,0.31382979,0.69863014,5.5777613711258605,-0.5152614808525904
Ryker Walton,EKU,21.0,Ryker Walton,sa3044764,,2024,2,6,6.857142857142857,15,14,0,0,0,63.0,287,68,55,48,12,37,6,5,0,59,8.428571428571429,5.285714285714286,1.59459459,1.7142857142857142,0.20557491,0.12891986,0.07665505,0.27868852,1.6666666666666667,0.32369942,0.59447983,7.121337226080517,-0.2641943689376598
Tristan Walton,UTM,,Tristan Walton,sa3044766,,2024,6,4,2.8825623558441476,15,15,1,0,0,93.2,395,75,37,30,4,46,6,8,0,98,9.416370362424216,4.419928945627693,2.13043478,0.3843416474458863,0.24810127,0.1164557,0.13164557,0.21865889,1.291814981693118,0.29460581,0.74135091,4.302635519444853,-1.4200731636007051
Cam Walty,ARIZ,22.0,Cam Walty,sa3044767,808754.0,2024,8,2,3.287822785667538,16,14,0,0,0,90.1,391,98,39,33,8,13,5,4,0,75,7.472324512880768,1.295202915566,5.76923077,0.7970479480406153,0.19181586,0.03324808,0.15856778,0.26273458,1.2287822532292818,0.31034483,0.73473282,3.9926777044046866,-0.7048549187371487
Tanner Ware,OAK,20.0,Tanner Ware,sa3044795,,2024,4,0,6.452830188679245,23,2,0,0,0,53.0,257,67,42,38,7,24,9,7,1,37,6.283018867924528,4.0754716981132075,1.54166667,1.1886792452830188,0.14396887,0.09338521,0.05058366,0.29910714,1.7169811320754718,0.33333333,0.64301552,7.500969627668272,-1.0481394389890273
David Warren,MEM,23.0,David Warren,sa3044810,,2024,4,6,6.157894736842105,14,14,0,0,0,76.0,342,85,54,52,8,34,14,8,1,51,6.0394736842105265,4.026315789473684,1.5,0.9473684210526316,0.14912281,0.0994152,0.0497076,0.28911565,1.5657894736842106,0.32765957,0.64860427,5.794840702257658,0.3630540345844473
Matthew Watson,AMCC,22.0,Matthew Watson,sa3044862,822459.0,2024,3,4,3.7384615384615385,13,11,0,0,0,65.0,284,55,34,27,4,29,6,11,0,74,10.246153846153844,4.015384615384615,2.55172414,0.5538461538461539,0.26056338,0.10211268,0.1584507,0.22088353,1.2923076923076924,0.29824561,0.66350711,4.188827177194449,-0.4503656387329107
Michael Watson,SHSU,,Michael Watson,sa3044864,,2024,7,1,3.5,17,13,1,1,0,72.0,300,52,34,28,8,25,11,3,0,91,11.375,3.125,3.64,1.0,0.30333333,0.08333333,0.22,0.1969697,1.0694444444444444,0.26666667,0.703125,4.387360445658366,-0.8873604456583664
Anthony Watts,IOWA,20.0,Anthony Watts,sa3044875,825101.0,2024,2,1,3.176470677332897,21,3,0,0,1,45.1,201,32,19,16,5,33,4,6,1,58,11.514706205331752,6.5514707719991,1.75757576,0.9926470866665305,0.28855721,0.1641791,0.12437811,0.19512195,1.4338235696294328,0.26732673,0.80645161,5.230836310766149,-2.054365633433252
Jacob Weatherley,LR,,Jacob Weatherley,sa3044890,,2024,6,3,2.918918858730855,24,0,0,0,9,61.2,262,55,22,20,8,30,5,4,0,77,11.237837606113793,4.3783782880962825,2.56666667,1.167567543492342,0.29389313,0.11450382,0.17938931,0.24229075,1.3783783499562372,0.33098592,0.86294416,5.066413510463986,-2.1474946517331306
Jacob Weaver,APSU,21.0,Jacob Weaver,sa3044895,,2024,4,3,7.373949343450551,15,15,1,0,0,79.1,389,98,73,65,8,38,17,12,0,66,7.487394717965175,4.310924231555707,1.73684211,0.9075629961169908,0.16966581,0.09768638,0.07197943,0.29341317,1.714285659332094,0.34615385,0.56417489,6.197434276231696,1.1765150672188556
Ben Weber,AFA,,Ben Weber,sa3044918,,2024,5,4,6.485294117647059,17,15,1,0,0,68.0,315,82,56,49,7,22,12,4,0,44,5.823529411764706,2.911764705882353,2.0,0.9264705882352942,0.13968254,0.06984127,0.06984127,0.29181495,1.5294117647058822,0.32608696,0.56497175,6.168641000635484,0.3166531170115751
Charlie Weber,SLU,,Charlie Weber,sa3044920,,2024,2,4,5.717646930522988,16,12,0,0,0,56.2,259,63,39,36,5,28,5,8,0,44,6.988235137305874,4.447058723740102,1.57142857,0.7941176292393038,0.16988417,0.10810811,0.06177606,0.27876106,1.6058823169061478,0.32768362,0.64044944,5.710854651705205,0.0067922788177829
Matt Weber,DAV,22.0,Matt Weber,sa3044925,,2024,4,1,4.5,18,0,0,0,4,42.0,190,44,24,21,5,12,5,2,0,43,9.214285714285714,2.5714285714285716,3.58333333,1.0714285714285714,0.22631579,0.06315789,0.1631579,0.25433526,1.3333333333333333,0.312,0.68518519,5.083963925497873,-0.5839639254978728
Evan Webster,LOU,,Evan Webster,sa3044933,,2024,5,3,4.183098591549296,16,15,0,0,0,71.0,307,75,36,33,10,20,5,3,0,62,7.859154929577465,2.535211267605634,3.1,1.267605633802817,0.2019544,0.06514658,0.13680782,0.26595745,1.3380281690140845,0.30952381,0.74418605,4.905991039813404,-0.7228924482641084
Jackson Wells,LR,,Jackson Wells,sa3044991,,2024,5,3,5.90625,15,15,0,0,0,64.0,302,72,47,42,10,38,5,5,0,68,9.5625,5.34375,1.78947368,1.40625,0.22516556,0.12582781,0.09933775,0.27799228,1.71875,0.34254144,0.67326733,6.096396636962891,-0.1901466369628908
Jackson Wentworth,KSU,21.0,Jackson Wentworth,sa3045002,695741.0,2024,5,6,4.241379310344827,28,8,0,0,6,87.0,365,75,46,41,7,27,4,5,0,115,11.89655172413793,2.793103448275862,4.25925926,0.7241379310344828,0.31506849,0.0739726,0.24109589,0.2245509,1.1724137931034482,0.32075472,0.62370062,3.3284947450133577,0.9128845653314696
Logan Wenzel,SPU,,Logan Wenzel,sa3045011,,2024,2,3,9.935999696777351,21,6,0,0,0,41.2,248,55,63,46,4,49,11,3,0,15,3.23999990112305,10.583999677001962,0.30612245,0.8639999736328133,0.06048387,0.19758065,-0.13709678,0.29255319,2.495999923828127,0.30177515,0.47531993,9.392237656463628,0.5437620403137249
John West,BC,22.0,John West,sa3045033,802482.0,2024,1,4,5.423076923076923,14,14,0,0,0,78.0,370,91,54,47,8,30,15,12,0,66,7.615384615384615,3.4615384615384617,2.2,0.9230769230769232,0.17837838,0.08108108,0.0972973,0.28,1.551282051282051,0.33067729,0.65705128,5.136940841185741,0.2861360818911826
Henry Weycker,CCU,23.0,Henry Weycker,sa3045063,,2024,3,1,3.233532860269767,25,7,0,0,2,55.2,228,41,23,20,4,16,11,1,0,52,8.407185436701393,2.5868262882158133,3.25,0.6467065720539533,0.22807018,0.07017544,0.15789474,0.2039801,1.0239520724187594,0.25517241,0.72115385,4.4610007583947535,-1.2274678981249867
Nick Weyrich,MRSH,21.0,Nick Weyrich,sa3045065,811721.0,2024,2,4,3.9512194202883784,22,1,0,0,5,54.2,257,48,27,24,0,31,20,6,1,62,10.207316835744978,5.103658417872489,2.0,0.0,0.24124514,0.12062257,0.12062257,0.23300971,1.4451219176054717,0.33333333,0.72727273,4.47053047900112,-0.5193110587127414
Ace Whitehead,TEX,22.0,Ace Whitehead,sa3045096,,2024,4,2,4.164179104477612,15,10,1,0,0,67.0,281,59,32,31,9,24,3,5,0,48,6.447761194029851,3.223880597014926,2.0,1.208955223880597,0.17081851,0.08540925,0.08540925,0.23228346,1.2388059701492538,0.25380711,0.73569482,5.379618436898759,-1.2154393324211463
Ben Whiteside,BUT,21.0,Ben Whiteside,sa3045101,,2024,2,3,5.963190323605925,20,9,0,0,2,54.1,240,60,41,36,5,19,3,1,0,22,3.6441718644258434,3.1472393374586827,1.15789474,0.8282208782786007,0.09166667,0.07916667,0.0125,0.27522936,1.453987764089099,0.28795812,0.54666667,5.361123500454839,0.6020668231510857
Conner Whittaker,FSU,21.0,Conner Whittaker,sa3045152,701422.0,2024,5,0,5.279329496429923,17,9,0,0,1,59.2,249,63,36,35,11,15,0,4,0,47,7.089385323777325,2.2625697841842527,3.13333333,1.6592178417351189,0.18875502,0.06024096,0.12851406,0.26923077,1.307262541973124,0.29545455,0.67092652,5.340564930230275,-0.061235433800352
Camden Wicker,WOF,,Camden Wicker,sa3045165,,2024,4,3,4.281938469905718,17,10,0,0,2,75.2,323,70,41,36,9,24,7,7,0,57,6.779735910684053,2.854625646603812,2.375,1.0704846174764295,0.17647059,0.07430341,0.10216718,0.23972603,1.242290790651659,0.2699115,0.67873303,5.536981748798471,-1.255043278892753
Connor Wilford,WSU,,Connor Wilford,sa3045208,,2024,4,6,4.909090761053793,15,13,0,0,0,84.1,383,100,52,46,7,30,6,3,0,64,6.8300393197270175,3.2015809311220393,2.13333333,0.7470355505951425,0.16710183,0.07832898,0.08877285,0.28818444,1.5415019297995003,0.33695652,0.66561014,4.7460140291026365,0.1630767319511568
Landon Willeman,BGSU,22.0,Landon Willeman,sa3045241,,2024,3,3,7.68874191609419,16,8,0,0,0,50.1,242,61,48,43,7,26,4,5,0,49,8.761589625316637,4.649006739963929,1.88461538,1.2516556607595193,0.20247934,0.10743802,0.09504132,0.28773585,1.728476864858384,0.34615385,0.52955665,6.2395782584135215,1.4491636576806686
Andrew Williams,GTWN,21.0,Andrew Williams,sa3045244,,2024,4,3,2.9076923076923076,16,10,0,0,0,65.0,294,62,32,21,3,28,9,5,0,49,6.7846153846153845,3.876923076923077,1.75,0.4153846153846154,0.16666667,0.0952381,0.07142857,0.24124514,1.3846153846153846,0.28780488,0.70675105,4.559896469116211,-1.6522041614239034
Brendan Williams,UML,,Brendan Williams,sa3045254,,2024,2,5,4.591836734693878,12,8,0,0,0,49.0,223,45,32,25,2,30,4,6,0,26,4.775510204081633,5.510204081632653,0.86666667,0.3673469387755102,0.11659193,0.13452915,-0.01793722,0.23809524,1.530612244897959,0.26708075,0.6167979,5.971144176016049,-1.3793074413221706
Cade Williams,UMES,,Cade Williams,sa3045260,,2024,0,9,9.726707844071765,14,11,0,0,0,53.2,293,91,70,58,16,33,9,5,0,32,5.366459500177526,5.534161359558073,0.96969697,2.683229750088763,0.10921502,0.11262799,-0.00341297,0.3625498,2.3105589514653233,0.36945813,0.56962025,9.685468718580736,0.0412391254910282
C.J. Williams,FAU,,C.J. Williams,sa3045266,,2024,5,5,4.044534288026932,15,15,1,1,0,82.1,359,76,44,37,11,35,6,2,0,72,7.870445101025381,3.82591081299845,2.05714286,1.2024291126566555,0.2005571,0.09749304,0.10306407,0.23899371,1.348178096008977,0.27659574,0.71850394,5.355569401427317,-1.3110351134003857
Cody Williams,FAMU,,Cody Williams,sa3045270,,2024,3,2,5.0625,24,0,0,0,1,48.0,217,54,33,27,5,19,8,4,0,44,8.25,3.5625,2.31578947,0.9375,0.20276498,0.0875576,0.11520737,0.28421053,1.5208333333333333,0.34751773,0.64864865,6.501267464955648,-1.4387674649556477
Isaiah Williams,JKST,,Isaiah Williams,sa3045294,,2024,6,4,5.291999838500981,20,13,1,0,1,83.1,389,79,62,49,6,55,15,14,0,95,10.25999968688966,5.939999818725592,1.72727273,0.64799998022461,0.24421594,0.14138817,0.10282776,0.2476489,1.6079999509277358,0.33486239,0.61877667,6.468934095733644,-1.1769342572326629
Jaedon Willis,UAPB,,Jaedon Willis,sa3045308,,2024,3,5,7.429530011131491,12,12,0,0,0,49.2,262,67,56,41,4,36,13,8,0,26,4.711409275351677,6.523489765871553,0.72222222,0.7248321962079504,0.09923664,0.13740458,-0.03816794,0.31455399,2.073825450261636,0.3442623,0.54347826,8.252665599471445,-0.8231355883399543
Mason Williams,SPU,,Mason Williams,sa3045335,,2024,0,5,11.597315139327206,19,10,0,0,0,49.2,284,58,71,64,5,66,16,20,0,35,6.342281716819565,11.95973123743118,0.53030303,0.906040245259938,0.12323944,0.23239437,-0.10915493,0.28712871,2.49664423138294,0.32716049,0.51879699,9.39658667347162,2.200728465855585
Collin Wilma,SEMO,,Collin Wilma,sa3045375,,2024,3,5,5.308988877821266,22,5,0,0,4,59.1,261,55,37,35,7,20,6,7,0,52,7.88764061847731,3.0337079301835805,2.6,1.0617977755642531,0.19923372,0.07662835,0.12260536,0.23404255,1.2640449709098251,0.27272727,0.61797753,5.270027278418072,0.0389615994031933
Bradley Wilson,APP,,Bradley Wilson,sa3045387,,2024,2,4,9.0,15,13,0,0,0,58.0,287,68,63,58,19,43,9,10,0,49,7.603448275862069,6.672413793103448,1.13953488,2.9482758620689653,0.17073171,0.14982578,0.02090592,0.2893617,1.913793103448276,0.29341317,0.61027837,9.198663376117576,-0.198663376117576
Leland Wilson,NDSU,,Leland Wilson,sa3045414,,2024,1,6,8.049689250266288,18,8,0,0,0,53.2,263,69,56,48,11,33,5,1,0,41,6.875776234602455,5.534161359558073,1.24242424,1.8447204531860244,0.15589354,0.12547529,0.03041825,0.30666667,1.9006210729795403,0.33526012,0.55676856,8.017717537118912,0.0319717131473762
Ryan Wiltse,SMC,22.0,Ryan Wiltse,sa3045428,,2024,5,1,2.6024096983578624,23,4,0,0,2,55.1,226,39,16,16,4,20,1,2,0,62,10.084337581136715,3.253012122947328,3.1,0.6506024245894656,0.27433628,0.08849558,0.18584071,0.1902439,1.0662650847438464,0.25179856,0.80882353,4.088863065727634,-1.4864533673697715
Josh Wintroub,KSU,23.0,Josh Wintroub,sa3045470,,2024,2,4,6.668674852042022,17,13,0,0,0,55.1,259,74,47,41,10,15,4,2,0,56,9.108433944252518,2.439759092210496,3.73333333,1.626506061473664,0.21621622,0.05791506,0.15830116,0.30833333,1.6084337719017343,0.36781609,0.58227848,5.212652095091986,1.456022756950036
Nick Wissman,DAY,23.0,Nick Wissman,sa3045483,828470.0,2024,11,1,2.926108484356828,25,0,0,0,7,67.2,291,66,26,22,3,11,16,4,0,64,8.512315590856227,1.463054242178414,5.81818182,0.3990147933213856,0.21993127,0.03780069,0.18213058,0.25,1.1379310772498776,0.31979695,0.7545045,4.2514516057836,-1.3253431214267717
Kyson Witherspoon,OU,19.0,Kyson Witherspoon,sa3045487,804817.0,2024,8,3,3.7125,17,11,0,0,1,80.0,374,69,42,33,9,40,7,2,0,90,10.125,4.5,2.25,1.0125,0.24064171,0.10695187,0.13368984,0.21100917,1.3625,0.26315789,0.71566731,4.8322303771972654,-1.1197303771972655
Christian Womble,JKST,23.0,Christian Womble,sa3045526,,2024,4,3,3.60962574208358,24,6,0,0,9,62.1,290,46,33,25,3,47,12,14,0,62,8.951871840367279,6.786096395117131,1.31914894,0.4331550890500296,0.2137931,0.16206897,0.05172414,0.1991342,1.491978640061213,0.25903614,0.71428571,6.768869990607601,-3.159244248524021
Tyler Wood,UCD,20.0,Tyler Wood,sa3045547,,2024,2,4,5.6751593735606045,18,9,0,0,0,52.1,229,56,36,33,7,19,7,4,0,23,3.95541410884527,3.267516002959136,1.21052632,1.2038216853007344,0.10043668,0.08296943,0.01746725,0.27586207,1.4331210539294457,0.28323699,0.63711911,6.297618676454545,-0.6224593028939402
Jarek Woodward,SEA,22.0,Jarek Woodward,sa3045566,,2024,3,6,5.497005862458604,18,10,0,0,2,55.2,254,67,41,34,11,9,11,5,0,49,7.922155507660928,1.455089787121395,5.44444444,1.7784430731483716,0.19291339,0.03543307,0.15748032,0.28632479,1.3652694298916792,0.32183908,0.6424581,6.304946507408747,-0.8079406449501434
Jay Woolfolk,UVA,21.0,Jay Woolfolk,sa3045574,696276.0,2024,4,2,5.919786217017071,24,7,0,0,0,62.1,290,65,47,41,10,40,5,3,0,67,9.673796988783996,5.775401187333728,1.675,1.443850296833432,0.23103448,0.13793103,0.09310345,0.26530612,1.6844920129723373,0.32738095,0.65625,5.866750290337309,0.0530359266797617
Brett Wozniak,HPU,22.0,Brett Wozniak,sa3045596,,2024,8,2,4.569230903309482,15,15,0,0,0,86.2,387,102,51,44,9,39,3,6,0,51,5.296154001563263,4.050000118842496,1.30769231,0.934615412040576,0.13178295,0.10077519,0.03100775,0.29565217,1.6269231246632243,0.32631579,0.70776256,5.787757150999894,-1.2185262476904128
Jack Wren,MRST,22.0,Jack Wren,sa3045598,,2024,2,2,3.6,17,5,0,0,5,50.0,214,39,24,20,3,20,5,6,0,48,8.64,3.6,2.4,0.54,0.22429907,0.09345794,0.13084112,0.20634921,1.18,0.26086957,0.66889632,4.904237804412842,-1.3042378044128422
Frankie Wright,WAG,20.0,Frankie Wright,sa3045611,,2024,6,6,4.666666666666667,15,15,0,0,0,81.0,369,98,53,42,5,28,5,1,0,51,5.666666666666667,3.111111111111111,1.82142857,0.5555555555555556,0.13821138,0.07588076,0.06233062,0.29166667,1.5555555555555556,0.33214286,0.62903226,5.419845035929739,-0.7531783692630718
Jakob Wright,CP,21.0,Jakob Wright,sa3045618,809915.0,2024,9,3,2.965909090909091,15,15,0,0,0,88.0,374,71,35,29,3,42,13,7,0,101,10.329545454545457,4.295454545454546,2.4047619,0.3068181818181818,0.27005348,0.11229947,0.15775401,0.22257053,1.2840909090909092,0.31627907,0.74712644,3.970027420737527,-1.0041183298284362
Jaden Wywoda,HC,20.0,Jaden Wywoda,sa3045658,,2024,4,5,5.612359670839624,13,10,2,0,2,59.1,284,84,43,37,3,16,8,4,0,41,6.21910125687634,2.4269663441468645,2.5625,0.455056189527537,0.1443662,0.05633803,0.08802817,0.32307692,1.6853932945464336,0.375,0.62620424,4.689836939024423,0.9225227318152012
Brendan Yagesh,MSM,20.0,Brendan Yagesh,sa3045666,,2024,2,4,3.2562812821936955,15,8,0,0,0,66.1,302,62,37,24,3,34,5,8,0,69,9.361808686306874,4.6130651497744015,2.02941176,0.4070351602742119,0.22847682,0.11258278,0.11589404,0.23574144,1.44723612541942,0.30890052,0.66115702,4.815594577928984,-1.5593132957352882
Jackson Yarberry,SLU,,Jackson Yarberry,sa3045680,,2024,6,3,6.328124811407184,19,4,0,0,0,42.2,199,58,31,30,6,14,2,1,0,33,6.960937292547903,2.9531249119900194,2.35714286,1.2656249622814368,0.16582915,0.07035176,0.09547739,0.31693989,1.6874999497085823,0.36111111,0.6554878,5.775928169302643,0.5521966421045406
Mac Yarbrough,NORF,20.0,Mac Yarbrough,sa3045682,,2024,0,1,9.470148984136184,19,3,0,0,0,44.2,242,39,56,47,5,59,15,11,0,48,9.67164151571355,11.88805936306457,0.81355932,1.007462657886828,0.19834711,0.24380165,-0.04545455,0.23214286,2.19402978828687,0.29565217,0.53773585,8.930532218417287,0.5396167657188968
Garrett Yawn,LIU,22.0,Garrett Yawn,sa3045691,,2024,6,3,4.297577741218284,17,17,0,0,0,96.1,438,100,55,46,8,45,7,8,1,111,10.370241940765858,4.204152138148321,2.46666667,0.7474048245597015,0.25342466,0.10273973,0.15068493,0.25906736,1.505190271682732,0.34456929,0.68892045,5.048876594570816,-0.751298853352532
Trey Yesavage,ECU,20.0,Trey Yesavage,sa3045705,702056.0,2024,11,1,2.02499994482313,15,15,1,0,0,93.1,359,49,21,21,4,32,4,6,0,145,13.982142476159709,3.085714201635246,4.53125,0.3857142752044057,0.40389972,0.08913649,0.31476323,0.15170279,0.867857119209913,0.25862069,0.80604534,2.4809309657739123,-0.4559310209507821
Logan Ymker,RICH,,Logan Ymker,sa3045709,,2024,1,3,5.363013558504979,22,7,0,0,1,48.2,236,61,33,29,9,27,8,5,0,50,9.246575100870652,4.993150554470152,1.85185185,1.6643835181567177,0.21186441,0.11440678,0.09745763,0.30348259,1.8082191308369275,0.36619718,0.75539568,6.876527460781535,-1.5135139022765562
Graham Yntema,MER,,Graham Yntema,sa3045710,,2024,2,4,5.853146697007114,17,9,0,0,1,47.2,236,66,43,31,9,22,4,3,0,31,5.853146697007114,4.153846043037307,1.40909091,1.6993006539698072,0.13135593,0.09322034,0.03813559,0.31428571,1.8461537969054695,0.33529412,0.61712846,7.058468954974362,-1.2053222579672482
Derek Yoo,COLU,22.0,Derek Yoo,sa3045717,,2024,5,2,4.8,12,9,0,0,0,60.0,260,54,36,32,9,22,10,12,0,46,6.9,3.3,2.09090909,1.35,0.17692308,0.08461538,0.09230769,0.23684211,1.2666666666666666,0.26011561,0.68119891,6.8765968958536785,-2.0765968958536787
Brian Young,RID,21.0,Brian Young,sa3045727,,2024,7,6,6.989847986438112,16,14,0,0,0,65.2,305,85,54,51,9,24,7,8,0,59,8.086294729408795,3.289340228912053,2.45833333,1.2335025858420197,0.19344262,0.07868852,0.1147541,0.31021898,1.6598985414417302,0.36893204,0.59961315,5.945253087097605,1.044594899340507
Carter Young,GCU,,Carter Young,sa3045729,,2024,3,3,4.877419234800788,13,10,0,0,0,51.2,235,56,33,28,9,22,4,3,0,52,9.058064293201465,3.832257970200619,2.36363636,1.5677418969002537,0.2212766,0.09361702,0.12765957,0.26794258,1.509677382200244,0.31756757,0.70605187,6.180009284818335,-1.302590050017547
Cole Zaffiro,PENN,22.0,Cole Zaffiro,sa3045782,,2024,5,5,4.941964454036592,14,13,0,0,0,74.2,331,65,43,41,10,35,10,6,0,90,10.848214655202275,4.218750143689774,2.57142857,1.205357183911364,0.27190332,0.10574018,0.16616314,0.22727273,1.339285759901515,0.29569892,0.69791667,5.9983231251033,-1.0563586710667083
Isaiah Zavala,UIW,,Isaiah Zavala,sa3045816,,2024,4,6,6.3346155704972364,14,13,3,2,0,86.2,399,103,64,61,15,29,8,3,0,77,7.996154080791593,3.011538549908522,2.65517241,1.5576923534009597,0.19298246,0.0726817,0.12030075,0.28453039,1.5230769677698273,0.32592593,0.63865546,5.80421184404362,0.5304037264536161
Brian Zeldin,UGA,23.0,Brian Zeldin,sa3045835,,2024,3,3,5.6586825054720915,23,0,0,0,6,55.2,246,55,36,35,13,30,3,1,0,51,8.245508793687906,4.85029929040465,1.7,2.1017963591753483,0.20731707,0.12195122,0.08536585,0.25821596,1.5269460729051676,0.28187919,0.74498567,6.653931554759229,-0.9952490492871372
