Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,SO,HBP,SF,SH,GDP,SB,CS,AVG,NameASCII,PlayerId,MLBAMID
"Henry Muench","PORT",21,41,122,141,37,33,3,0,1,25,13,12,37,3,2,2,0,6,2,0.303278688,"Henry Muench","sa3038518",
"Cole Carrigg","SDSU",21,42,155,174,47,32,8,5,2,30,27,9,22,5,2,3,2,17,7,0.303225806,"Cole Carrigg","sa3022596",694249
"Brady Marget","TULN",20,57,221,257,67,45,12,1,9,43,31,27,37,7,2,0,7,5,4,0.30316742,"Brady Marget","sa3025513",803067
"Tyson Pointer","UTA",20,55,221,247,67,39,16,2,10,35,51,20,61,4,1,1,6,3,0,0.30316742,"Tyson Pointer","sa3040023",
"Gehrig Anglin","WRST",,49,165,213,50,24,14,2,10,42,50,31,24,13,4,0,4,14,5,0.303030303,"Gehrig Anglin","sa3026103",
"Kevin Ferrer","NU",22,38,132,148,40,30,5,0,5,22,20,10,12,4,2,0,2,0,0,0.303030303,"Kevin Ferrer","sa3031275",
"Sterling Hayes","CREI",24,46,165,198,50,32,16,0,2,31,28,24,32,8,0,1,4,4,0,0.303030303,"Sterling Hayes","sa3033455",
"Luke Jenkins","UNCG",20,40,99,117,30,24,5,1,0,14,10,14,24,0,2,2,1,3,0,0.303030303,"Luke Jenkins","sa3034641",
"Kevin Keister","MD",21,63,231,289,70,43,16,1,10,50,51,46,58,4,3,5,5,1,0,0.303030303,"Kevin Keister","sa3035166",
"Austin Machado","SJU",,44,132,189,40,28,8,0,4,35,31,44,18,9,3,1,4,2,0,0.303030303,"Austin Machado","sa3036791",
"Colton Olasin","BCU",,41,132,166,40,33,6,0,1,20,27,25,22,3,2,4,4,7,0,0.303030303,"Colton Olasin","sa3039093",
"Tyce Peterson","ORST",,15,33,37,10,9,1,0,0,3,6,3,6,0,1,0,0,1,0,0.303030303,"Tyce Peterson","sa3039806",
"Boston Merila","MINN",20,51,175,218,53,42,10,0,1,25,18,21,26,17,1,4,6,3,3,0.302857142,"Boston Merila","sa3037896",
"Bennett Lee","WAKE",21,46,142,186,43,33,3,0,7,30,34,32,32,5,5,2,4,5,0,0.302816901,"Bennett Lee","sa3022679",700939
"Jack Colette","SJSU",,58,218,259,66,35,19,5,7,46,42,33,48,3,4,1,1,9,3,0.302752293,"Jack Colette","sa3029159",
"JT Landwehr","MSM",19,48,109,134,33,27,5,0,1,23,22,10,19,7,3,5,4,1,2,0.302752293,"JT Landwehr","sa3035910",
"Tyler Wilson","GCU",20,50,185,219,56,42,8,1,5,32,32,29,33,1,2,2,3,2,2,0.302702702,"Tyler Wilson","sa3025244",694834
"Cooper Benzin","VCU",22,53,228,256,69,52,15,0,2,39,48,19,54,5,2,2,3,3,4,0.302631578,"Cooper Benzin","sa3027004",
"Tyler Daniels","ALCN",,44,152,184,46,29,12,2,3,39,16,29,37,2,1,0,1,5,2,0.302631578,"Tyler Daniels","sa3029832",
"Trevor Hatton","GRAM",,55,228,262,69,40,11,6,12,52,73,19,71,8,5,2,0,27,4,0.302631578,"Trevor Hatton","sa3033394",
"Tommy OConnor","CIN",20,33,76,97,23,11,2,2,8,17,19,20,36,1,0,0,0,4,3,0.302631578,"Tommy OConnor","sa3039038",
"Jimmy Sullivan","CCSU",,41,152,174,46,25,12,5,4,29,22,18,16,3,0,1,5,9,0,0.302631578,"Jimmy Sullivan","sa3043316",
"Sam Blancato","GASO",,55,195,247,59,42,12,1,4,44,45,33,57,9,3,7,1,4,0,0.302564102,"Sam Blancato","sa3027231",
"Jack OReilly","VILL",22,51,195,232,59,37,13,1,8,40,25,25,38,11,1,0,3,7,0,0.302564102,"Jack OReilly","sa3039183",
"Harrison Povey","FGCU",20,59,238,292,72,30,21,2,19,68,60,30,54,20,2,2,1,2,2,0.302521008,"Harrison Povey","sa3040143",
"Michael Whooley","VILL",19,38,119,134,36,31,3,1,1,16,16,11,38,1,1,2,1,0,1,0.302521008,"Michael Whooley","sa3045159",
"Luke Wood","COFC",22,54,205,233,62,38,13,2,9,31,48,17,43,8,3,0,4,4,2,0.302439024,"Luke Wood","sa3045543",
"Chris Amparo","DSU",21,46,172,197,52,27,12,2,11,27,36,18,28,4,3,0,1,4,0,0.302325581,"Chris Amparo","sa3026012",
"Braedon Blackford","PFW",23,55,215,252,65,33,17,1,14,46,61,27,39,7,3,0,4,3,0,0.302325581,"Braedon Blackford","sa3027191",
"Easton Cullison","UPST",,51,172,211,52,38,14,0,0,36,25,23,28,9,4,3,1,25,5,0.302325581,"Easton Cullison","sa3029663",
"Joe Gorla","LEH",,40,129,148,39,25,7,0,7,26,18,11,37,8,0,0,2,1,0,0.302325581,"Joe Gorla","sa3032497",
"Erich Hartmann","RID",19,28,43,45,13,9,4,0,0,4,14,1,11,1,0,0,0,0,0,0.302325581,"Erich Hartmann","sa3033350",
"Jared Payne","CHSO",22,34,86,118,26,20,6,0,0,11,15,12,14,12,1,7,5,1,1,0.302325581,"Jared Payne","sa3039583",
"Cade Zalewski","EIU",20,14,43,53,13,5,2,0,6,12,16,9,17,1,0,0,1,0,0,0.302325581,"Cade Zalewski","sa3045789",
"Joseph Szvetitz","WIN",,47,182,195,55,48,4,2,1,31,25,10,36,3,0,0,0,14,3,0.302197802,"Joseph Szvetitz","sa3043453",
"Daniel Cantu","USF",,49,192,226,58,32,14,1,11,40,41,18,43,13,0,3,3,3,3,0.302083333,"Daniel Cantu","sa3028376",
"Bryce Martin-Grudzielanek","USC",20,56,202,240,61,42,10,2,7,40,40,23,42,9,2,4,13,5,3,0.301980198,"Bryce Martin-Grudzielanek","sa3037136",701727
"Ethan Hedges","USC",19,49,159,190,48,36,7,3,2,31,26,27,27,3,1,0,3,2,2,0.301886792,"Ethan Hedges","sa3033512",805260
"Zack Stewart","MOST",19,55,222,249,67,35,18,2,12,37,61,25,69,0,2,0,4,3,2,0.301801801,"Zack Stewart","sa3043117",
"Carter Hanson","MASS",20,48,169,198,51,34,8,0,9,40,35,25,45,0,2,2,4,6,1,0.301775147,"Carter Hanson","sa3033176",
"Dillon Lifrieri","UNCW",,56,232,255,70,42,17,1,10,48,40,16,41,1,3,3,0,5,0,0.301724137,"Dillon Lifrieri","sa3036334",
"Dylan Strickland","GAST",21,49,179,213,54,38,4,0,12,45,38,28,43,4,2,0,5,6,1,0.301675977,"Dylan Strickland","sa3043226",
"Josh Moylan","ECU",20,63,242,296,73,36,20,2,15,55,70,37,65,12,5,0,2,1,1,0.301652892,"Josh Moylan","sa3038492",
"Blake DeLamielleure","JAX",21,56,189,228,57,32,15,4,6,40,33,32,44,4,2,1,3,14,2,0.301587301,"Blake DeLamielleure","sa3030052",
"Issac Williams","UNO",21,60,199,230,60,36,13,2,9,43,41,30,38,1,0,0,0,4,2,0.301507537,"Issac Williams","sa3045293",
"Will Marcy","NCSU",20,45,136,159,41,24,12,0,5,35,21,20,26,2,0,1,5,2,1,0.301470588,"Will Marcy","sa3037035",
"Ted Burton","MICH",,56,209,252,63,35,14,1,13,40,45,32,53,9,1,1,1,4,3,0.301435406,"Ted Burton","sa3028121",
"Zack Prajzner","ND",,54,209,249,63,39,16,1,7,43,32,27,37,9,3,1,3,4,1,0.301435406,"Zack Prajzner","sa3040168",
"Brandon Butterworth","WCU",20,52,219,249,66,44,10,7,5,42,37,21,33,4,2,3,2,7,1,0.301369863,"Brandon Butterworth","sa3025264",822578
"Teo Banks","TULN",19,61,219,248,66,36,11,1,18,46,51,17,75,9,2,1,2,5,0,0.301369863,"Teo Banks","sa3026520",695493
"Cam Frederick","OMA",23,42,146,171,44,32,6,1,5,26,25,15,44,2,1,7,3,8,3,0.301369863,"Cam Frederick","sa3031671",
"Noah Brewer","LR",,47,156,182,47,31,15,0,1,31,20,13,46,10,3,0,6,1,0,0.301282051,"Noah Brewer","sa3027667",
"Jake Sapien","STAN",20,33,93,108,28,19,5,1,3,16,16,14,27,1,0,0,3,0,0,0.301075268,"Jake Sapien","sa3041561",
"Jacob Cozart","NCSU",20,52,196,228,59,33,14,2,10,39,42,24,38,6,1,1,7,0,1,0.301020408,"Jacob Cozart","sa3025434",695524
"TJ Clarkson","UTAH",22,55,196,262,59,25,18,2,14,56,45,48,44,14,3,1,3,4,1,0.301020408,"TJ Clarkson","sa3028998",
"AJ Fiechter","WKU",20,36,103,120,31,27,2,1,1,15,20,5,16,4,2,6,1,3,0,0.300970873,"AJ Fiechter","sa3031299",
"Logan Jordan","CAM",,56,206,242,62,39,11,0,12,46,52,13,37,20,2,1,5,1,0,0.300970873,"Logan Jordan","sa3034935",
"Darren Kraft","EMU",,38,103,130,31,23,2,0,6,24,27,19,22,8,0,0,4,7,3,0.300970873,"Darren Kraft","sa3035672",
"Corbin Lanowitz","UNCA",21,50,206,230,62,53,9,0,0,30,35,18,33,3,1,2,4,6,3,0.300970873,"Corbin Lanowitz","sa3035956",
"Patrick Mills","UVU",23,55,206,253,62,33,16,3,10,48,40,38,53,7,2,0,5,9,2,0.300970873,"Patrick Mills","sa3038105",
"Walker Janek","SHSU",20,57,226,261,68,38,17,0,13,48,65,26,47,4,4,1,1,10,2,0.300884955,"Walker Janek","sa3025254",801075
"Benjamin Blackwell","CLEM",,63,236,275,71,57,10,2,2,36,31,27,56,6,2,4,5,27,6,0.300847457,"Benjamin Blackwell","sa3027188",
"Vinny Martinez","ND",22,42,143,169,43,23,9,1,10,25,38,19,43,5,1,1,2,1,0,0.3006993,"Vinny Martinez","sa3037221",
"Ben Zeigler-Namoa","HAW",20,47,153,188,46,31,10,2,3,37,26,30,28,2,1,2,3,2,1,0.300653594,"Ben Zeigler-Namoa","sa3045831",
"Will Feil","ALB",,44,163,207,49,31,10,0,8,37,40,42,35,2,0,0,2,4,0,0.300613496,"Will Feil","sa3031216",
"Cort Maynard","NCAT",,42,163,187,49,34,9,1,5,32,29,10,41,8,1,5,1,3,2,0.300613496,"Cort Maynard","sa3037385",
"Jeremy Lea","PAC",,47,173,208,52,29,13,4,6,28,35,14,27,20,0,1,1,3,2,0.300578034,"Jeremy Lea","sa3036098",
"Mack Timbrook","KENT",,51,173,215,52,33,13,0,6,47,37,26,35,9,2,5,0,10,4,0.300578034,"Mack Timbrook","sa3043840",
"Anthony Zollo","IONA",,42,173,194,52,45,7,0,0,28,23,16,18,4,0,1,3,3,1,0.300578034,"Anthony Zollo","sa3045881",
"Colin Mackle","MRST",,52,183,209,55,37,14,1,3,31,38,13,22,7,4,2,2,7,3,0.300546448,"Colin Mackle","sa3036814",
"Jake Tsukada","PORT",22,50,183,213,55,46,7,2,0,34,25,22,25,5,0,3,3,7,1,0.300546448,"Jake Tsukada","sa3044106",
"Brayden Jobert","LSU",22,60,193,230,58,31,11,2,14,40,49,22,59,14,1,0,4,4,2,0.300518134,"Brayden Jobert","sa3022434",801430
"Jimmy Allen","WMU",,52,203,232,61,45,15,0,1,32,29,27,55,1,1,0,3,2,1,0.30049261,"Jimmy Allen","sa3025917",
"Colby Shelton","ALA",20,59,203,248,61,25,10,1,25,49,51,33,61,10,2,0,2,0,1,0.30049261,"Colby Shelton","sa3042129",701333
"Will Smith","UTM",,54,203,238,61,46,11,2,2,45,27,30,40,2,2,1,8,9,2,0.30049261,"Will Smith","sa3042656",
"Robert Hamchuk","SJSU",,55,233,263,70,44,19,0,7,41,37,21,47,4,5,0,6,0,1,0.300429184,"Robert Hamchuk","sa3033070",
"Jackson Appel","PENN",21,50,210,247,63,41,13,5,4,50,41,25,26,7,2,3,4,0,1,0.3,"Jackson Appel","sa3025367",815096
"David Bell","GAST",19,13,10,12,3,2,1,0,0,2,0,1,3,0,0,1,0,0,0,0.3,"David Bell","sa3026900",
"Max Belyeu","TEX",19,15,20,21,6,5,1,0,0,3,2,1,8,0,0,0,1,0,0,0.3,"Max Belyeu","sa3026937",803284
"Will Binder","ALB",21,44,180,202,54,44,5,0,5,29,26,16,28,5,1,0,3,2,0,0.3,"Will Binder","sa3027160",
"Trey Bridges","ULM",,8,10,12,3,3,0,0,0,1,1,1,5,1,0,0,0,0,0,0.3,"Trey Bridges","sa3027685",
"Jamarie Brooks","KENN",,33,100,118,30,21,5,1,3,17,25,14,33,1,1,2,0,2,1,0.3,"Jamarie Brooks","sa3027758",
"Kameron Byrd","MVSU",,28,40,47,12,11,1,0,0,7,4,6,6,0,0,1,1,5,1,0.3,"Kameron Byrd","sa3028200",
"Tremayne Cobb Jr","TROY",21,56,190,232,57,42,4,2,9,42,43,31,51,8,2,1,5,14,5,0.3,"Tremayne Cobb Jr","sa3029077",
"Ben David","MCN",,18,20,25,6,5,1,0,0,3,5,0,3,1,2,2,1,0,0,0.3,"Ben David","sa3029862",
"Frankie DiMartino","HOF",,32,10,11,3,1,2,0,0,10,2,0,4,1,0,0,0,2,0,0.3,"Frankie DiMartino","sa3030353",
"Tyler Fogarty","SLU",,54,210,250,63,34,15,2,12,53,44,30,61,10,0,0,1,17,1,0.3,"Tyler Fogarty","sa3031501",
"Tyler Fote","CCSU",22,8,10,12,3,3,0,0,0,3,1,2,4,0,0,0,0,0,0,0.3,"Tyler Fote","sa3031587",
"Brett Heckert","PITT",,27,30,30,9,4,3,1,1,2,7,0,10,0,0,0,1,0,0,0.3,"Brett Heckert","sa3033506",
"JD Jones","MIA",20,11,10,13,3,3,0,0,0,3,1,1,2,2,0,0,1,0,0,0.3,"JD Jones","sa3034884",
"Matt Klein","LOU",19,10,20,27,6,4,1,0,1,4,5,5,4,1,1,0,0,0,0,0.3,"Matt Klein","sa3035491",702600
"Max Lane","HARV",,6,10,12,3,2,0,0,1,5,1,2,5,0,0,0,0,0,0,0.3,"Max Lane","sa3035917",
"Will MacLean","MASS",21,48,200,222,60,43,8,3,6,31,26,14,28,8,0,0,3,5,2,0.3,"Will MacLean","sa3036817",
"Logan Maxwell","TCU",,38,100,128,30,20,6,2,2,20,18,14,23,7,1,6,1,4,1,0.3,"Logan Maxwell","sa3037364",
"LeTrey McCollum","UCSB",,54,190,228,57,51,6,0,0,30,19,20,45,16,1,1,4,11,3,0.3,"LeTrey McCollum","sa3037486",
"Hunter McLean","UTM",,48,150,200,45,31,9,1,4,33,23,28,46,19,1,2,2,7,3,0.3,"Hunter McLean","sa3037691",
"Ryan Moerman","ILL",19,49,190,218,57,34,11,0,12,39,44,16,53,8,4,0,4,3,0,0.3,"Ryan Moerman","sa3038206",
"Gavin Napier","SMC",,51,210,237,63,46,8,1,8,39,29,15,19,7,2,3,1,4,6,0.3,"Gavin Napier","sa3038672",
"Andrew Pickering","LR",,30,40,51,12,9,3,0,0,5,2,7,17,4,0,0,2,3,2,0.3,"Andrew Pickering","sa3039889",
"Will Plattner","MISS",19,7,10,13,3,2,1,0,0,4,0,2,4,0,0,1,1,0,0,0.3,"Will Plattner","sa3039986",
"Ethan Plyler","ETSU",,12,40,45,12,11,0,0,1,6,3,5,10,0,0,0,2,2,1,0.3,"Ethan Plyler","sa3040007",
"Dylan Post","HOU",,12,20,25,6,2,3,0,1,5,5,4,5,1,0,0,1,0,0,0.3,"Dylan Post","sa3040118",
"Jonathan Santucci","DUKE",20,11,10,10,3,1,1,0,1,2,3,0,6,0,0,0,0,0,0,0.3,"Jonathan Santucci","sa3041559",695558
"Matt Scrivanic","MONM",,20,40,48,12,11,1,0,0,8,6,6,18,2,0,0,0,1,0,0.3,"Matt Scrivanic","sa3041879",
"Adam Stuart","HPU",,54,210,245,63,46,10,0,7,38,34,30,31,4,0,1,3,5,3,0.3,"Adam Stuart","sa3043252",
"Caden Wagner","UNCO",19,45,160,189,48,35,6,1,6,23,35,21,41,5,3,0,1,0,1,0.3,"Caden Wagner","sa3044619",
"Landrey Wilkerson","UL",,15,10,11,3,2,0,0,1,2,2,1,2,0,0,0,0,0,0,0.3,"Landrey Wilkerson","sa3045220",
"Luke Zeisloft","MD",,10,20,23,6,4,1,0,1,2,5,1,7,1,0,1,0,0,0,0.3,"Luke Zeisloft","sa3045834",
"Eric Roberts","EVAN",,60,237,287,71,37,10,3,21,61,58,42,67,3,4,1,1,20,5,0.299578059,"Eric Roberts","sa3040879",
"Kris Armstrong","JAX",23,58,217,271,65,30,12,1,22,49,66,46,69,4,4,0,3,1,0,0.29953917,"Kris Armstrong","sa3026209",
"Dub Gleed","UCI",20,55,217,258,65,42,17,1,5,36,49,22,25,11,5,3,8,0,0,0.29953917,"Dub Gleed","sa3032302",801957
"Davis Cop","UTAH",22,53,207,238,62,41,11,0,10,35,51,13,41,14,3,1,6,1,5,0.299516908,"Davis Cop","sa3029350",
"Ryland Zaborowski","M-OH",21,52,207,246,62,25,14,3,20,52,52,30,63,7,2,0,3,2,1,0.299516908,"Ryland Zaborowski","sa3045777",
"Jack Gorman","PRES",21,54,197,245,59,38,16,2,3,37,27,26,46,15,5,2,2,10,2,0.299492385,"Jack Gorman","sa3032500",
"Nic Nelson","SDST",,52,197,233,59,31,9,3,16,43,52,30,40,4,2,0,2,3,0,0.299492385,"Nic Nelson","sa3038758",
"Carson Jones","VT",22,53,187,232,56,27,13,2,14,58,47,33,59,10,1,1,1,12,1,0.29946524,"Carson Jones","sa3022652",687982
"Kellum Clark","MSST",22,52,187,218,56,33,11,1,11,46,29,28,49,2,1,0,4,6,0,0.29946524,"Kellum Clark","sa3022749",690969
"Adam Pottinger","INST",21,59,187,244,56,35,9,1,11,51,36,31,57,22,3,1,3,3,6,0.29946524,"Adam Pottinger","sa3040133",
"Kyle Schroedle","EMU",23,44,137,156,41,24,9,1,7,32,23,15,28,1,1,2,2,5,3,0.299270072,"Kyle Schroedle","sa3041790",
"Jared Quandt","HAW",21,47,127,159,38,25,7,2,4,30,21,19,40,11,1,1,0,3,2,0.299212598,"Jared Quandt","sa3040314",
"Cortlan Castle","BAY",20,40,117,129,35,28,5,1,1,23,13,9,16,3,0,0,2,2,0,0.299145299,"Cortlan Castle","sa3028629",
"Dylan McNary","ME",23,33,117,136,35,18,5,2,10,28,27,12,40,6,0,1,2,8,3,0.299145299,"Dylan McNary","sa3037726",
"Dalton Bowling","SJSU",,57,224,254,67,36,19,0,12,39,53,19,62,8,3,0,4,1,2,0.299107142,"Dalton Bowling","sa3027489",
"Brennan McCullough","MUR",,59,224,262,67,43,12,4,8,47,50,27,55,6,3,2,8,15,4,0.299107142,"Brennan McCullough","sa3037520",
"Lane Hoover","ECU",,65,214,266,64,56,6,0,2,60,23,38,24,9,2,3,0,13,3,0.29906542,"Lane Hoover","sa3034067",
"Nathan Barksdale","APSU",,43,97,125,29,23,6,0,0,28,21,18,26,4,2,4,2,8,4,0.298969072,"Nathan Barksdale","sa3026581",
"Ethan Ruiz","LAM",23,53,194,217,58,37,14,0,7,30,36,13,43,5,4,1,8,0,1,0.298969072,"Ethan Ruiz","sa3041283",
"Brock Bozett","GONZ",,27,87,104,26,22,4,0,0,15,14,12,14,2,2,1,4,4,3,0.298850574,"Brock Bozett","sa3027533",
"Casey Saucke","UVA",19,65,251,291,75,54,16,1,4,50,48,29,51,10,1,0,7,10,2,0.29880478,"Casey Saucke","sa3025382",695565
"Justin Conant","BALL",22,55,164,202,49,39,6,2,2,28,17,27,41,5,1,5,1,9,1,0.298780487,"Justin Conant","sa3029235",
"Kyle Lyons","BUCK",,46,164,181,49,45,4,0,0,27,12,10,33,3,2,2,4,7,3,0.298780487,"Kyle Lyons","sa3036755",
"Bryce Frederick","TOW",,56,231,266,69,39,16,0,14,43,56,27,35,5,3,0,7,8,1,0.298701298,"Bryce Frederick","sa3031669",
"Tate Gillen","CREI",,34,77,105,23,19,4,0,0,19,7,16,12,6,0,6,1,4,0,0.298701298,"Tate Gillen","sa3032237",
"Bryker Hurdsman","UTU",,25,77,94,23,12,8,0,3,19,16,7,31,8,2,0,0,3,1,0.298701298,"Bryker Hurdsman","sa3034343",
"Jay Harry","PSU",20,50,201,229,60,40,13,1,6,47,37,20,21,6,2,0,3,6,2,0.298507462,"Jay Harry","sa3022607",803385
"Alex Bouche","ODU",19,52,201,243,60,38,9,2,11,42,45,35,66,7,0,0,7,3,0,0.298507462,"Alex Bouche","sa3027440",
"Seth Dardar","COLU",21,34,134,159,40,20,11,1,8,32,32,18,41,4,2,1,1,4,0,0.298507462,"Seth Dardar","sa3029844",
"Kendall Diggs","ARK",20,58,201,257,60,35,12,1,12,51,63,46,47,6,4,0,4,1,0,0.298507462,"Kendall Diggs","sa3030316",
"Noah Rivera","HART",23,37,134,159,40,30,8,0,2,13,18,9,27,13,3,0,2,3,2,0.298507462,"Noah Rivera","sa3040839",
"Drake Westcott","ILL",21,51,201,235,60,39,3,0,18,44,47,30,48,2,2,0,3,1,1,0.298507462,"Drake Westcott","sa3045046",
"Jake Wilhoit","DAV",21,39,124,155,37,20,11,1,5,30,28,19,27,8,2,2,2,1,0,0.298387096,"Jake Wilhoit","sa3045213",
"Joshua Kuroda-Grauer","RUTG",20,56,228,269,68,42,15,5,6,56,32,27,24,10,2,2,7,13,2,0.298245614,"Joshua Kuroda-Grauer","sa3025386",811965
"Carson Hansen","MILW",19,23,57,65,17,15,1,1,0,6,11,7,11,0,1,0,1,6,1,0.298245614,"Carson Hansen","sa3033156",
"Jarrod Hocking","UCLA",,36,114,150,34,23,6,1,4,30,22,25,34,5,0,6,2,3,0,0.298245614,"Jarrod Hocking","sa3033893",
"JT Marr","COFC",22,43,171,194,51,39,9,0,3,24,27,12,29,5,6,0,2,6,0,0.298245614,"JT Marr","sa3037089",
"Jeff Nicol","CCSU",22,37,114,141,34,22,5,1,6,23,29,21,28,4,2,0,2,0,0,0.298245614,"Jeff Nicol","sa3038859",
"Garret Guillemette","TEX",21,64,218,270,65,35,18,1,11,43,60,34,52,8,7,3,5,0,1,0.298165137,"Garret Guillemette","sa3022677",695048
"Trevor Cohen","RUTG",19,56,218,261,65,56,7,1,1,41,34,26,22,7,5,5,6,10,1,0.298165137,"Trevor Cohen","sa3029111",701906
"DJ Dillehay","BRWN",19,28,104,121,31,24,4,1,2,14,21,10,21,4,3,0,3,0,1,0.298076923,"DJ Dillehay","sa3030334",
"Nate Anderson","GWEB",21,55,198,239,59,35,15,2,7,39,38,24,34,7,6,4,1,23,2,0.297979797,"Nate Anderson","sa3026066",
"Michael Brooks","KU",21,54,198,234,59,35,15,1,8,42,34,25,39,7,2,2,3,2,0,0.297979797,"Michael Brooks","sa3027764",
"Jack Poist","AKR",,54,198,233,59,42,13,1,3,35,28,22,35,9,1,3,2,16,5,0.297979797,"Jack Poist","sa3040026",
"Miguel Useche","UNO",22,55,198,243,59,35,16,2,6,47,36,29,41,10,5,1,4,1,0,0.297979797,"Miguel Useche","sa3044264",
"Kevin Sim","USD",21,38,141,172,42,22,7,0,13,44,40,24,26,3,4,0,1,9,3,0.29787234,"Kevin Sim","sa3022560",691726
"Cameron Hill","STET",25,48,188,226,56,38,10,1,7,41,35,22,43,9,4,3,2,16,4,0.29787234,"Cameron Hill","sa3033812",
"Todd Hudson","LIB",19,29,47,57,14,7,5,0,2,14,12,7,13,3,0,0,1,0,0,0.29787234,"Todd Hudson","sa3034232",
"Nick McLain","ASU",20,23,94,110,28,13,5,2,8,25,24,15,19,0,1,0,2,0,0,0.29787234,"Nick McLain","sa3037680",695607
"Shaun Montoya","SDSU",21,52,188,221,56,35,15,4,2,36,15,23,38,6,2,2,0,16,7,0.29787234,"Shaun Montoya","sa3038269",
"Seth Surrett","LIU",22,25,94,115,28,24,1,0,3,21,12,18,14,3,0,0,1,5,1,0.29787234,"Seth Surrett","sa3043340",
"Nolan Tucker","VAL",,47,188,224,56,43,8,1,4,39,24,29,32,6,1,0,2,4,2,0.29787234,"Nolan Tucker","sa3044122",
"John Volpe","RID",22,56,235,274,70,54,12,2,2,47,34,26,45,8,4,1,3,19,6,0.29787234,"John Volpe","sa3044560",
"Travis Welker","FRES",,56,188,220,56,48,7,1,0,31,19,17,14,4,1,10,1,3,2,0.29787234,"Travis Welker","sa3044982",
"Will Furniss","MISS",19,48,131,147,39,32,4,0,3,18,15,13,33,2,1,0,4,1,0,0.297709923,"Will Furniss","sa3031794",
"Druw Sackett","NDSU",,53,215,257,64,35,15,1,13,51,53,25,53,14,2,1,2,9,3,0.297674418,"Druw Sackett","sa3041399",
"Jack Frank","MSU",,55,205,253,61,43,11,0,7,48,45,33,56,11,3,1,4,19,5,0.297560975,"Jack Frank","sa3031648",
"Drew Vogel","MUR",21,42,158,195,47,26,14,0,7,33,46,29,24,5,3,0,2,7,1,0.297468354,"Drew Vogel","sa3025369",826164
"Hunter Simmons","BAY",,44,158,182,47,35,7,1,4,23,34,13,33,8,3,0,4,0,2,0.297468354,"Hunter Simmons","sa3042310",
"Matt Brown-Eiring","STBK",21,51,195,220,58,39,10,0,9,41,37,19,36,3,3,0,3,1,0,0.297435897,"Matt Brown-Eiring","sa3027858",
"Cam Magee","WSU",21,51,185,220,55,43,9,0,3,31,36,17,22,12,3,3,4,3,2,0.297297297,"Cam Magee","sa3022503",695686
"Kyle Caccamise","SBU",,24,74,86,22,20,1,0,1,11,11,10,9,0,1,1,3,2,0,0.297297297,"Kyle Caccamise","sa3028227",
"DiMaggio Cazares","WAG",22,54,185,222,55,36,10,2,7,34,40,23,36,9,4,1,3,4,2,0.297297297,"DiMaggio Cazares","sa3028679",
"Gabe DArcy","USD",20,10,37,44,11,7,3,1,0,6,4,6,7,0,1,0,0,2,1,0.297297297,"Gabe DArcy","sa3029841",
"Stone Miyao","HAW",22,47,148,179,44,34,7,1,2,16,25,24,31,4,2,1,1,2,3,0.297297297,"Stone Miyao","sa3038184",
"Alex Pendergast","DBU",,17,37,40,11,8,1,0,2,7,12,2,6,1,0,0,1,1,0,0.297297297,"Alex Pendergast","sa3039665",
"Alex Reed","APP",,27,74,83,22,12,4,2,4,13,14,6,32,3,0,0,4,4,0,0.297297297,"Alex Reed","sa3040526",
"Jalen Townsend","FGCU",,39,37,45,11,9,2,0,0,8,7,6,6,1,0,1,0,7,3,0.297297297,"Jalen Townsend","sa3043999",
"Nathan VerMaas","ARST",,19,37,47,11,9,2,0,0,8,6,8,16,2,0,0,1,0,0,0.297297297,"Nathan VerMaas","sa3044460",
"Randal Diaz","INST",20,62,249,287,74,46,15,3,10,47,36,16,38,16,4,2,3,4,1,0.297188755,"Randal Diaz","sa3030270",695538
"Kole Myers","TROY",22,61,249,297,74,45,11,5,13,58,41,35,56,11,2,0,0,21,2,0.297188755,"Kole Myers","sa3038641",801887
"Cade Nelis","PFW",22,56,212,258,63,47,13,0,3,41,20,38,54,6,1,1,5,6,3,0.297169811,"Cade Nelis","sa3038736",
"Donovan Cash","KENN",21,52,202,230,60,43,8,0,9,31,48,17,43,5,5,1,1,7,2,0.297029702,"Donovan Cash","sa3028579",
"Hunter Hines","MSST",20,52,202,232,60,26,12,0,22,44,61,23,64,4,3,0,3,0,0,0.297029702,"Hunter Hines","sa3033858",702309
"Brandon Nigh","OAK",19,52,202,230,60,45,10,0,5,45,24,20,50,4,3,1,4,9,4,0.297029702,"Brandon Nigh","sa3038878",
"Cash Rugely","KSU",21,58,202,255,60,43,9,1,7,50,36,43,56,4,1,5,3,14,4,0.297029702,"Cash Rugely","sa3041274",
"Johnathan Behm","SPU",,49,165,209,49,40,9,0,0,26,30,20,27,12,9,3,3,4,4,0.296969696,"Johnathan Behm","sa3026879",
"Reid Bowman","CARK",,52,165,203,49,37,8,0,4,29,25,16,48,14,3,5,0,4,5,0.296969696,"Reid Bowman","sa3027495",
"Patrick Fultz","WRST",,44,165,196,49,33,13,0,3,31,27,25,39,1,2,3,5,6,0,0.296969696,"Patrick Fultz","sa3031775",
"Cory Taylor","EMU",21,48,165,192,49,28,12,2,7,32,32,23,43,1,1,2,0,12,4,0.296969696,"Cory Taylor","sa3043556",
